conceptdoi,doi,metadata.title,stats.views,#versions,links.html,links.doi,created,updated
10.5281/zenodo.4073268,10.5281/zenodo.6598864,Tara Pacific 16S rRNA data analysis release,50.0,3,https://zenodo.org/record/6598864,https://doi.org/10.5281/zenodo.6598864,2022-05-31T13:38:23.772683+00:00,2022-06-01T01:51:24.393540+00:00
10.5281/zenodo.6390851,10.5281/zenodo.6390852,"Data supporting the manuscript ""Sexually divergent development of depression-related brain networks during healthy human adolescence""",50.0,1,https://zenodo.org/record/6390852,https://doi.org/10.5281/zenodo.6390852,2022-03-28T15:25:49.606128+00:00,2022-03-29T01:49:57.828403+00:00
10.5281/zenodo.5578940,10.5281/zenodo.6535316,Dataset for Human visual gamma for color stimuli,50.0,6,https://zenodo.org/record/6535316,https://doi.org/10.5281/zenodo.6535316,2022-05-10T10:19:22.205362+00:00,2022-05-10T13:49:36.433033+00:00
10.5281/zenodo.5865437,10.5281/zenodo.6506504,EmoWOZ: A Large-Scale Corpus and Labelling Scheme for Emotion Recognition in Task-Oriented Dialogue Systems,49.0,2,https://zenodo.org/record/6506504,https://doi.org/10.5281/zenodo.6506504,2022-04-29T20:05:58.906332+00:00,2022-05-18T08:38:34.864842+00:00
10.5281/zenodo.6480487,10.5281/zenodo.6480488,Dataset for assessing amazon rainforest regrowth with GEDI and ICESat-2 data,49.0,1,https://zenodo.org/record/6480488,https://doi.org/10.5281/zenodo.6480488,2022-04-23T21:30:15.420364+00:00,2022-04-24T13:49:18.093259+00:00
10.5281/zenodo.5733150,10.5281/zenodo.6025935,VesselExpress: Rapid and fully automated blood vasculature analysis in 3D light-sheet image volumes of different organs,49.0,2,https://zenodo.org/record/6025935,https://doi.org/10.5281/zenodo.6025935,2022-05-15T22:57:54.802837+00:00,2022-05-16T01:49:32.105034+00:00
10.5281/zenodo.6460886,10.5281/zenodo.6460887,Dandelion pappus morphing is actuated by radially patterned material swelling,49.0,1,https://zenodo.org/record/6460887,https://doi.org/10.5281/zenodo.6460887,2022-04-18T10:41:00.648924+00:00,2022-05-03T11:50:16.655628+00:00
10.5281/zenodo.6336113,10.5281/zenodo.6387001,ManyTypes4TypeScript: A Comprehensive TypeScript Dataset for Sequence-Based Type Inference,47.0,2,https://zenodo.org/record/6387001,https://doi.org/10.5281/zenodo.6387001,2022-03-27T00:44:55.884763+00:00,2022-03-27T01:49:28.290620+00:00
10.5281/zenodo.6367090,10.5281/zenodo.6367091,Gene/Protein BridgeDb ID Mapping Database (Ensembl 104),47.0,1,https://zenodo.org/record/6367091,https://doi.org/10.5281/zenodo.6367091,2022-03-18T09:21:16.794509+00:00,2022-04-28T17:13:05.238189+00:00
10.5281/zenodo.6491890,10.5281/zenodo.6491891,MapOSR - A Mapping Review Dataset of Empirical Studies on Open Science,47.0,1,https://zenodo.org/record/6491891,https://doi.org/10.5281/zenodo.6491891,2022-04-26T16:20:29.728138+00:00,2022-04-27T01:50:25.871076+00:00
10.5281/zenodo.6342442,10.5281/zenodo.6372815,"Hi, KIA: A Speech Emotion Recognition Dataset for Wake-Up Words",46.0,2,https://zenodo.org/record/6372815,https://doi.org/10.5281/zenodo.6372815,2022-03-21T11:40:30.982409+00:00,2022-03-29T11:22:10.235782+00:00
10.5281/zenodo.6327175,10.5281/zenodo.6327176,"Dataset for ""The visual appearances of disordered optical metasurfaces""",46.0,1,https://zenodo.org/record/6327176,https://doi.org/10.5281/zenodo.6327176,2022-04-29T14:55:18.373514+00:00,2022-04-30T01:49:22.098891+00:00
10.5281/zenodo.6513428,10.5281/zenodo.6513429,"Data files belonging to the paper ""Dealing with clustered samples for assessing map accuracy by  cross-validation""",46.0,1,https://zenodo.org/record/6513429,https://doi.org/10.5281/zenodo.6513429,2022-05-03T11:09:34.886711+00:00,2022-05-09T06:44:10.313021+00:00
10.5281/zenodo.6359894,10.5281/zenodo.6359895,Web Data Commons (November 2019) Property and Datatype Usage Dataset,44.0,1,https://zenodo.org/record/6359895,https://doi.org/10.5281/zenodo.6359895,2022-03-25T12:09:59.756633+00:00,2022-05-10T11:58:12.236080+00:00
10.5281/zenodo.1218980,10.5281/zenodo.6458667,DIRECTLib - a library of global optimization problems for DIRECT-type methods,44.0,5,https://zenodo.org/record/6458667,https://doi.org/10.5281/zenodo.6458667,2022-04-13T16:26:47.966348+00:00,2022-04-14T13:49:36.850527+00:00
10.5281/zenodo.3736430,10.5281/zenodo.6403758,Paired omics Data Platform projects,43.0,13,https://zenodo.org/record/6403758,https://doi.org/10.5281/zenodo.6403758,2022-04-01T00:00:06.520473+00:00,2022-04-01T01:50:14.415056+00:00
10.5281/zenodo.6443631,10.5281/zenodo.6443632,Aseismic and recent ruptures of persistent asperities along the Alaska-Aleutian subduction zone,43.0,1,https://zenodo.org/record/6443632,https://doi.org/10.5281/zenodo.6443632,2022-04-11T07:07:38.217065+00:00,2022-04-11T13:49:17.277579+00:00
10.5281/zenodo.6524236,10.5281/zenodo.6524237,extHomFam 2: large-scale benchmark for protein multiple sequence alignments,43.0,1,https://zenodo.org/record/6524237,https://doi.org/10.5281/zenodo.6524237,2022-05-11T07:57:51.393957+00:00,2022-05-11T13:49:37.321809+00:00
10.5281/zenodo.6373680,10.5281/zenodo.6373681,Datasets for Multimodal Biosensing for Vestibular Network-Based Cybersickness Detection,43.0,1,https://zenodo.org/record/6373681,https://doi.org/10.5281/zenodo.6373681,2022-03-21T20:31:45.013226+00:00,2022-03-22T01:49:26.723760+00:00
10.5281/zenodo.5676010,10.5281/zenodo.5676011,"Raw Data to ""Prediction of acid pKa values in the solvent acetone based on COSMO-RS""",42.0,1,https://zenodo.org/record/5676011,https://doi.org/10.5281/zenodo.5676011,2022-04-22T07:37:23.091995+00:00,2022-04-23T13:49:34.833319+00:00
10.5281/zenodo.6449892,10.5281/zenodo.6449893,"Chlorophyll a concentration, particulate organique carbon, and particle mean size index [gamma; 0.2 - 20 µm] measured using an hyperspectral spectrophotometer [ACS, Wetlabs] during the Tara Pacific Expedition 2016-2018",42.0,1,https://zenodo.org/record/6449893,https://doi.org/10.5281/zenodo.6449893,2022-04-11T19:55:29.449947+00:00,2022-04-28T16:02:14.814236+00:00
10.5281/zenodo.5906990,10.5281/zenodo.6424939,Common Dynamic Determinants Govern Quorum Quenching Activity in N-terminal Serine Hydrolases,42.0,2,https://zenodo.org/record/6424939,https://doi.org/10.5281/zenodo.6424939,2022-04-08T12:10:26.154611+00:00,2022-04-08T13:49:37.659025+00:00
10.5281/zenodo.6405211,10.5281/zenodo.6405212,A hierarchical graph-based model for mobility data representation and analysis,42.0,1,https://zenodo.org/record/6405212,https://doi.org/10.5281/zenodo.6405212,2022-04-07T08:44:24.209034+00:00,2022-04-11T09:11:14.649524+00:00
10.5281/zenodo.1012808,10.5281/zenodo.2628463,EigenScape,41.0,3,https://zenodo.org/record/2628463,https://doi.org/10.5281/zenodo.2628463,2022-03-31T10:48:33.766248+00:00,2022-03-31T13:49:30.067036+00:00
10.5281/zenodo.6426595,10.5281/zenodo.6426596,"An ensemble of 48 perturbed-physics model (Noah-MP) estimates of the 1/8° terrestrial water storage over the conterminous United States, 1980–2015",40.0,1,https://zenodo.org/record/6426596,https://doi.org/10.5281/zenodo.6426596,2022-04-09T15:17:32.060893+00:00,2022-04-18T01:48:19.498551+00:00
10.5281/zenodo.6479785,10.5281/zenodo.6482175,"Dataset presented in the recently submitted AGU manuscript ""A multi-resolution finite-element approach for global electromagnetic induction modeling with application to southeast China coastal geomagnetic observatory studies""",40.0,2,https://zenodo.org/record/6482175,https://doi.org/10.5281/zenodo.6482175,2022-04-25T05:02:30.613162+00:00,2022-04-25T13:49:22.594686+00:00
10.5281/zenodo.6424856,10.5281/zenodo.6424857,"An ensemble of 48 perturbed-physics model (Noah-MP) estimates of the 1/8° runoff over the conterminous United States, 1980–2015",39.0,1,https://zenodo.org/record/6424857,https://doi.org/10.5281/zenodo.6424857,2022-04-08T15:58:46.411174+00:00,2022-04-18T01:51:13.699729+00:00
10.5281/zenodo.4725482,10.5281/zenodo.6478244,CCG Starter Data Kit: Morocco,39.0,5,https://zenodo.org/record/6478244,https://doi.org/10.5281/zenodo.6478244,2022-04-22T16:51:10.361506+00:00,2022-04-23T13:49:36.084369+00:00
10.5281/zenodo.6586951,10.5281/zenodo.6586952,Raw and preprocessed data on the explosions of crankcases in marine main propulsion engines (1972-2018),39.0,1,https://zenodo.org/record/6586952,https://doi.org/10.5281/zenodo.6586952,2022-05-27T10:52:40.577923+00:00,2022-05-27T13:50:31.229541+00:00
10.5281/zenodo.6372727,10.5281/zenodo.6372728,INFORE22 sea trial open dataset,39.0,1,https://zenodo.org/record/6372728,https://doi.org/10.5281/zenodo.6372728,2022-03-23T07:52:58.121783+00:00,2022-03-24T01:51:07.594006+00:00
10.5281/zenodo.6462882,10.5281/zenodo.6462883,GLOBMAP SWF: a global annual surface water cover frequency dataset since 2000 for change analysis of inland water bodies,38.0,1,https://zenodo.org/record/6462883,https://doi.org/10.5281/zenodo.6462883,2022-04-23T07:42:32.570727+00:00,2022-04-23T13:49:37.426411+00:00
10.5281/zenodo.6423557,10.5281/zenodo.6423558,"An ensemble of 48 perturbed-physics model (Noah-MP) estimates of the 1/8° ET over the conterminous United States, 1980–2015",38.0,1,https://zenodo.org/record/6423558,https://doi.org/10.5281/zenodo.6423558,2022-04-09T05:35:19.017762+00:00,2022-04-18T02:33:44.810488+00:00
10.5281/zenodo.6560822,10.5281/zenodo.6560823,"Night and Day Instance Segmented Park (NDISPark) Dataset: a Collection of Images taken by Day and by Night for Vehicle Detection, Segmentation and Counting in Parking Areas",38.0,1,https://zenodo.org/record/6560823,https://doi.org/10.5281/zenodo.6560823,2022-05-23T13:03:38.577221+00:00,2022-06-07T08:27:58.664364+00:00
10.5281/zenodo.6363276,10.5281/zenodo.6363277,Globally ubiquitous negative effects of nitrogen dioxide on crop growth,38.0,1,https://zenodo.org/record/6363277,https://doi.org/10.5281/zenodo.6363277,2022-03-16T17:48:31.231788+00:00,2022-03-17T01:49:39.374647+00:00
10.5281/zenodo.6362360,10.5281/zenodo.6407460,Roundabout Aerial Images for Vehicle Detection,38.0,2,https://zenodo.org/record/6407460,https://doi.org/10.5281/zenodo.6407460,2022-04-26T14:13:02.301547+00:00,2022-04-27T01:50:27.033666+00:00
10.5281/zenodo.6539993,10.5281/zenodo.6539994,Data from: The interaction of ice and law in Arctic marine accessibility,38.0,1,https://zenodo.org/record/6539994,https://doi.org/10.5281/zenodo.6539994,2022-05-11T19:53:10.692666+00:00,2022-05-12T01:49:49.347849+00:00
10.5281/zenodo.6361774,10.5281/zenodo.6361775,"Datasample - Social Media Analytics and Metrics of Facebook Performance of Libraries, Archives and Museums",37.0,1,https://zenodo.org/record/6361775,https://doi.org/10.5281/zenodo.6361775,2022-03-16T09:30:32.543939+00:00,2022-04-29T14:18:41.471563+00:00
10.5281/zenodo.4728145,10.5281/zenodo.6542376,CCG Starter Data Kit: Nigeria,37.0,7,https://zenodo.org/record/6542376,https://doi.org/10.5281/zenodo.6542376,2022-05-12T10:43:47.735453+00:00,2022-05-12T13:49:50.058110+00:00
10.5281/zenodo.6424149,10.5281/zenodo.6424150,Modeling of protein conformational changes with Rosetta guided by limited experimental data,37.0,1,https://zenodo.org/record/6424150,https://doi.org/10.5281/zenodo.6424150,2022-04-11T15:56:42.857872+00:00,2022-04-12T01:49:36.883602+00:00
10.5281/zenodo.6518318,10.5281/zenodo.6518319,"Spectral Library of European Pegmatites, Pegmatite Minerals and Pegmatite Host-Rocks – The Greenpeg Database",36.0,1,https://zenodo.org/record/6518319,https://doi.org/10.5281/zenodo.6518319,2022-05-10T10:14:29.198895+00:00,2022-05-10T13:49:36.537143+00:00
10.5281/zenodo.6382056,10.5281/zenodo.6382057,Various PubChem lists for Parkinson's Disease and related disorders,36.0,1,https://zenodo.org/record/6382057,https://doi.org/10.5281/zenodo.6382057,2022-03-24T12:50:26.250146+00:00,2022-03-24T13:49:25.842038+00:00
10.5281/zenodo.5266491,10.5281/zenodo.6456830,Dataset of ipsilateral motor-evoked potentials induced by transcranial magnetic stimulation,36.0,3,https://zenodo.org/record/6456830,https://doi.org/10.5281/zenodo.6456830,2022-04-13T06:24:09.517981+00:00,2022-04-13T13:49:14.866550+00:00
10.5281/zenodo.6035127,10.5281/zenodo.6408362,"Data-Driven Computational Intelligence Applied to Dengue Outbreak Forecasting: a case study at the scale of the city of Natal, RN-Brazil",36.0,3,https://zenodo.org/record/6408362,https://doi.org/10.5281/zenodo.6408362,2022-04-02T14:03:17.405786+00:00,2022-04-03T01:49:19.058043+00:00
10.5281/zenodo.6473454,10.5281/zenodo.6473455,Electric Motor Vibrations Dataset,35.0,1,https://zenodo.org/record/6473455,https://doi.org/10.5281/zenodo.6473455,2022-04-27T19:54:23.076378+00:00,2022-05-15T19:21:10.791733+00:00
10.5281/zenodo.6472397,10.5281/zenodo.6472398,Brussels image-based library of urban materials,35.0,1,https://zenodo.org/record/6472398,https://doi.org/10.5281/zenodo.6472398,2022-04-20T10:39:13.430960+00:00,2022-04-20T13:49:24.631346+00:00
10.5281/zenodo.4767771,10.5281/zenodo.6517768,"Thermal Bridges on Building Rooftops - Hyperspectral (RGB + Thermal + Height) drone images of Karlsruhe, Germany, with thermal bridge annotations",35.0,2,https://zenodo.org/record/6517768,https://doi.org/10.5281/zenodo.6517768,2022-05-11T11:48:11.448091+00:00,2022-05-23T18:56:11.139167+00:00
10.5281/zenodo.4501623,10.5281/zenodo.6463667,Overlap of vitamin A and vitamin D target genes with CAKUT-related processes,35.0,2,https://zenodo.org/record/6463667,https://doi.org/10.5281/zenodo.6463667,2022-04-15T17:54:26.473086+00:00,2022-04-21T12:14:44.078214+00:00
10.5281/zenodo.6366807,10.5281/zenodo.6366808,GP22: A Car Styling Dataset for Automotive Designers,35.0,1,https://zenodo.org/record/6366808,https://doi.org/10.5281/zenodo.6366808,2022-03-18T05:20:46.391691+00:00,2022-03-19T01:49:29.726825+00:00
10.5281/zenodo.3866266,10.5281/zenodo.6568306,Community Established Best Practice Recommendations for Tephra Studies-from Collection through Analysis,35.0,4,https://zenodo.org/record/6568306,https://doi.org/10.5281/zenodo.6568306,2022-05-21T00:39:51.009525+00:00,2022-05-31T22:30:53.498782+00:00
10.5281/zenodo.6453047,10.5281/zenodo.6453048,HEPMASS-IMB,34.0,1,https://zenodo.org/record/6453048,https://doi.org/10.5281/zenodo.6453048,2022-04-12T15:37:19.783055+00:00,2022-04-20T15:28:07.299180+00:00
10.5281/zenodo.6352431,10.5281/zenodo.6365326,Time optimal low-thrust rendezvous from an asteroid belt,34.0,2,https://zenodo.org/record/6365326,https://doi.org/10.5281/zenodo.6365326,2022-03-17T12:58:41.382297+00:00,2022-04-12T12:52:57.657815+00:00
10.5281/zenodo.6378762,10.5281/zenodo.6379087,"Source data to publication ""Benchmarking of Analysis Strategies for Data-Independent Acquisition Proteomics Using a Large-Scale Dataset Comprising Inter-Patient Heterogeneity""",34.0,2,https://zenodo.org/record/6379087,https://doi.org/10.5281/zenodo.6379087,2022-03-23T16:42:14.723438+00:00,2022-03-24T01:51:09.677946+00:00
10.5281/zenodo.6475915,10.5281/zenodo.6475916,The SaltWaterDistortion Dataset,34.0,1,https://zenodo.org/record/6475916,https://doi.org/10.5281/zenodo.6475916,2022-04-27T19:22:38.106050+00:00,2022-04-28T16:49:14.263883+00:00
10.5281/zenodo.6395255,10.5281/zenodo.6395256,Experimental Results of the REWIRE FED4FIRE+ Open Call (OC) 9  Project,33.0,1,https://zenodo.org/record/6395256,https://doi.org/10.5281/zenodo.6395256,2022-03-31T14:17:11.454273+00:00,2022-04-01T01:50:12.926441+00:00
10.5281/zenodo.5818062,10.5281/zenodo.6392227,"Supplementary Figures, Files and Datasets: Reduction of Metastasis via Epigenetic Modulation in a Murine Model of Metastatic Triple Negative Breast Cancer (TNBC)",33.0,3,https://zenodo.org/record/6392227,https://doi.org/10.5281/zenodo.6392227,2022-04-04T20:06:49.292011+00:00,2022-04-05T13:49:39.708340+00:00
10.5281/zenodo.6487747,10.5281/zenodo.6488321,Real-Life Indoor Sound Event Dataset (ReaLISED) for Sound Event Classification (SEC),33.0,1,https://zenodo.org/record/6488321,https://doi.org/10.5281/zenodo.6488321,2022-04-26T08:36:40.362050+00:00,2022-04-26T13:51:08.966712+00:00
10.5281/zenodo.6463434,10.5281/zenodo.6463435,An interactive meta-analysis of MRI biomarkers of myelin,33.0,1,https://zenodo.org/record/6463435,https://doi.org/10.5281/zenodo.6463435,2022-04-17T20:20:19.539554+00:00,2022-04-18T01:49:29.723893+00:00
10.5281/zenodo.6609676,10.5281/zenodo.6609677,Music4All-Onion,33.0,1,https://zenodo.org/record/6609677,https://doi.org/10.5281/zenodo.6609677,2022-06-07T11:28:13.915211+00:00,2022-06-07T13:50:49.020133+00:00
10.5281/zenodo.6451930,10.5281/zenodo.6451931,Interactive Causal Structure Discovery with Hyytiälä measurements (experiment code and data),33.0,1,https://zenodo.org/record/6451931,https://doi.org/10.5281/zenodo.6451931,2022-04-12T12:27:34.060496+00:00,2022-04-12T13:49:15.125677+00:00
10.5281/zenodo.6515016,10.5281/zenodo.6518836,Genome annotations of bacterial scaffold sequences obtained from surfaces of the International Space Station,33.0,2,https://zenodo.org/record/6518836,https://doi.org/10.5281/zenodo.6518836,2022-05-04T19:14:53.775224+00:00,2022-05-05T01:49:21.459108+00:00
10.5281/zenodo.6046758,10.5281/zenodo.6046759,Images of Public Streetlights with Operational Monitoring using Computer Vision Techniques,32.0,1,https://zenodo.org/record/6046759,https://doi.org/10.5281/zenodo.6046759,2022-04-01T09:51:47.261209+00:00,2022-04-01T13:49:46.899065+00:00
10.5281/zenodo.5606165,10.5281/zenodo.6468009,waldronlab/BugSigDBExports: Release v1.1.0,32.0,4,https://zenodo.org/record/6468009,https://doi.org/10.5281/zenodo.6468009,2022-04-18T17:12:24.837189+00:00,2022-04-19T18:35:36.774612+00:00
10.5281/zenodo.5734464,10.5281/zenodo.6546188,Learning to quantify: LeQua 2022 datasets,32.0,3,https://zenodo.org/record/6546188,https://doi.org/10.5281/zenodo.6546188,2022-05-13T12:38:35.488240+00:00,2022-05-14T01:50:20.174338+00:00
10.5281/zenodo.6459233,10.5281/zenodo.6459234,A Round-Trip Time and Virtualization dataset,32.0,1,https://zenodo.org/record/6459234,https://doi.org/10.5281/zenodo.6459234,2022-04-13T18:27:36.086532+00:00,2022-04-14T13:36:20.982871+00:00
10.5281/zenodo.6365046,10.5281/zenodo.6365047,Relationship-Based Threat Modeling: Evaluation Data,31.0,1,https://zenodo.org/record/6365047,https://doi.org/10.5281/zenodo.6365047,2022-03-17T13:17:51.789440+00:00,2022-03-21T17:01:02.472964+00:00
10.5281/zenodo.4652804,10.5281/zenodo.6478230,CCG Starter Data Kit: Egypt,31.0,4,https://zenodo.org/record/6478230,https://doi.org/10.5281/zenodo.6478230,2022-04-22T16:45:45.095689+00:00,2022-04-23T13:49:34.453427+00:00
10.5281/zenodo.6204518,10.5281/zenodo.6477632,Supplementary information: The nuclear-spin-forbidden rovibrational transitions of water from first principles,31.0,4,https://zenodo.org/record/6477632,https://doi.org/10.5281/zenodo.6477632,2022-04-22T12:42:07.586996+00:00,2022-04-23T13:49:34.743533+00:00
10.5281/zenodo.6466767,10.5281/zenodo.6586764,"Document Liveness Challenge (DLC-2021) - part 1 (or, cg)",31.0,3,https://zenodo.org/record/6586764,https://doi.org/10.5281/zenodo.6586764,2022-05-27T10:05:15.316545+00:00,2022-05-27T13:50:31.134890+00:00
10.5281/zenodo.6546571,10.5281/zenodo.6546572,"Dataset from Maith, O., Baladron, J., Einhäuser, W., & Hamker, F. H. (2022). Human exploration behaviour in a novel reversal learning task explained by a basal ganglia model with adaptive STN-GPe connections. Submitted to Nature Communications.",31.0,1,https://zenodo.org/record/6546572,https://doi.org/10.5281/zenodo.6546572,2022-05-13T14:06:40.886985+00:00,2022-06-07T09:01:46.269697+00:00
10.5281/zenodo.6424721,10.5281/zenodo.6424722,Microservice Security Metrics: Dataset,31.0,1,https://zenodo.org/record/6424722,https://doi.org/10.5281/zenodo.6424722,2022-04-08T10:27:05.080752+00:00,2022-04-08T13:49:37.265959+00:00
,10.5061/dryad.15dv41nzt,Cross-biome synthesis of source versus sink limits to tree growth,31.0,1,https://zenodo.org/record/6363543,https://doi.org/10.5061/dryad.15dv41nzt,2022-03-16T19:56:38.227936+00:00,2022-06-05T13:22:01.496676+00:00
10.5281/zenodo.6392197,10.5281/zenodo.6392198,Artifacts for Characterizing Human Aspects in Reviews of COVID-19 Apps,31.0,1,https://zenodo.org/record/6392198,https://doi.org/10.5281/zenodo.6392198,2022-03-29T00:12:45.065494+00:00,2022-03-29T01:49:57.010321+00:00
10.5281/zenodo.6414223,10.5281/zenodo.6414224,"Data Sets for ""Block Krylov Subspace Methods for Functions of Matrices""",31.0,1,https://zenodo.org/record/6414224,https://doi.org/10.5281/zenodo.6414224,2022-04-05T10:02:58.969705+00:00,2022-04-05T13:49:42.315995+00:00
10.5281/zenodo.6391814,10.5281/zenodo.6391815,Pacote de Reprodução da taxonomia para requisitos de privacidade,30.0,1,https://zenodo.org/record/6391815,https://doi.org/10.5281/zenodo.6391815,2022-03-28T21:22:21.723714+00:00,2022-03-29T01:49:57.754698+00:00
10.5281/zenodo.6542932,10.5281/zenodo.6542933,Mars Sample Localization Dataset,30.0,1,https://zenodo.org/record/6542933,https://doi.org/10.5281/zenodo.6542933,2022-05-13T08:33:21.065185+00:00,2022-06-06T10:04:32.611015+00:00
10.5281/zenodo.6352549,10.5281/zenodo.6352550,Image-based & machine learning-guided multiplexed serology test for SARS-CoV-2,30.0,1,https://zenodo.org/record/6352550,https://doi.org/10.5281/zenodo.6352550,2022-03-30T14:58:22.889993+00:00,2022-03-31T01:50:08.759709+00:00
10.5281/zenodo.6527868,10.5281/zenodo.6527869,Dataset for Fuzzy Quantitative Risk Assessment of LNG Bunkering SIMOPs,30.0,1,https://zenodo.org/record/6527869,https://doi.org/10.5281/zenodo.6527869,2022-05-07T23:02:22.315509+00:00,2022-05-08T13:49:25.772467+00:00
10.5281/zenodo.6475666,10.5281/zenodo.6475667,CView: test case dataset,30.0,1,https://zenodo.org/record/6475667,https://doi.org/10.5281/zenodo.6475667,2022-04-21T14:03:42.694576+00:00,2022-05-03T17:34:35.323322+00:00
10.5281/zenodo.6499373,10.5281/zenodo.6499374,"Historical Sea Surface Temperature (SST) data and thermal stress indices of the Tara Pacific Expedition's coral reef sampling sites, from May 1st 2002 to August 31st 2018.",30.0,1,https://zenodo.org/record/6499374,https://doi.org/10.5281/zenodo.6499374,2022-04-27T21:21:58.169151+00:00,2022-04-28T16:02:46.883624+00:00
10.5281/zenodo.6415061,10.5281/zenodo.6415062,Heart Rate Variability from Wearable Photoplethysmography Systems:  Implications in Sleep Studies at High Altitude (dataset),30.0,1,https://zenodo.org/record/6415062,https://doi.org/10.5281/zenodo.6415062,2022-04-06T15:20:02.437813+00:00,2022-04-07T01:49:14.217561+00:00
10.5281/zenodo.6527282,10.5281/zenodo.6527283,Evaluating 3D Human Motion Capture using Apple ARKit against the Vicon System: A Dataset,30.0,1,https://zenodo.org/record/6527283,https://doi.org/10.5281/zenodo.6527283,2022-05-09T18:21:59.311391+00:00,2022-05-11T15:24:50.119881+00:00
10.5281/zenodo.5657249,10.5281/zenodo.6401482,Webis-ArgValues-22,30.0,4,https://zenodo.org/record/6401482,https://doi.org/10.5281/zenodo.6401482,2022-03-31T11:41:03.720276+00:00,2022-03-31T13:49:30.615370+00:00
10.5281/zenodo.6551043,10.5281/zenodo.6551044,Stellar chromospheric activity spectral database of solar-type stars based on the LAMOST Low-Resolution Spectroscopic Survey,30.0,1,https://zenodo.org/record/6551044,https://doi.org/10.5281/zenodo.6551044,2022-05-16T02:30:18.329100+00:00,2022-05-16T13:49:45.798440+00:00
10.5281/zenodo.6466769,10.5281/zenodo.6466770,Document Liveness Challenge (DLC-2021) - part 2 (re),30.0,1,https://zenodo.org/record/6466770,https://doi.org/10.5281/zenodo.6466770,2022-04-25T15:57:46.694718+00:00,2022-04-26T13:51:05.843898+00:00
10.5281/zenodo.6535186,10.5281/zenodo.6535187,2000-2018 SUHII and Rural LST Monthly Means used in Sismanidis et al. 2022,29.0,1,https://zenodo.org/record/6535187,https://doi.org/10.5281/zenodo.6535187,2022-05-10T11:52:09.499661+00:00,2022-05-13T07:43:43.651823+00:00
10.5281/zenodo.6564252,10.5281/zenodo.6564253,Improving sequence alignments with AlphaFold2 regardless of structural modeling accuracy,28.0,1,https://zenodo.org/record/6564253,https://doi.org/10.5281/zenodo.6564253,2022-05-24T14:01:08.045735+00:00,2022-05-25T01:50:37.592669+00:00
10.5281/zenodo.6410308,10.5281/zenodo.6410309,STIR ROOT Consistency Test Data,28.0,1,https://zenodo.org/record/6410309,https://doi.org/10.5281/zenodo.6410309,2022-04-03T23:25:17.495810+00:00,2022-04-04T15:46:21.376763+00:00
10.5281/zenodo.6376008,10.5281/zenodo.6376009,"Dependency Networks of Open Source Libraries Available Through CocoaPods, Carthage and Swift PM",28.0,1,https://zenodo.org/record/6376009,https://doi.org/10.5281/zenodo.6376009,2022-03-24T08:14:26.882699+00:00,2022-03-24T13:49:25.696562+00:00
10.5281/zenodo.6511405,10.5281/zenodo.6511406,TARA Pacific Bleaching Prevalence of Sampling Sites (Islands),28.0,1,https://zenodo.org/record/6511406,https://doi.org/10.5281/zenodo.6511406,2022-05-02T12:23:50.575778+00:00,2022-05-04T14:22:26.136199+00:00
10.5281/zenodo.6448420,10.5281/zenodo.6448421,Real-time Alignments for Predicting Decision-Making Time for Diagnostics over NGS Cycles,28.0,1,https://zenodo.org/record/6448421,https://doi.org/10.5281/zenodo.6448421,2022-04-12T08:50:52.448975+00:00,2022-04-12T13:49:15.036736+00:00
10.5281/zenodo.5791743,10.5281/zenodo.5791744,BirdVox-full-season: 6672 hours of audio from migratory birds,28.0,1,https://zenodo.org/record/5791744,https://doi.org/10.5281/zenodo.5791744,2022-05-04T16:03:26.250353+00:00,2022-05-09T18:06:08.676090+00:00
10.5281/zenodo.5888397,10.5281/zenodo.6401709,"Virtual Learning Environment of the Brazilian Health System (AVASUS): Efficiency of Results, Impacts, and Contributions",28.0,2,https://zenodo.org/record/6401709,https://doi.org/10.5281/zenodo.6401709,2022-03-31T12:43:52.903643+00:00,2022-05-03T23:35:12.142617+00:00
10.5281/zenodo.6539635,10.5281/zenodo.6539636,A tempοral Deep Convolutional Neural Network model on Sentinel-1 Image Time Series for pixel-wise Flood Classification (dataset),27.0,1,https://zenodo.org/record/6539636,https://doi.org/10.5281/zenodo.6539636,2022-05-11T16:11:57.447620+00:00,2022-05-12T01:49:46.368190+00:00
10.5281/zenodo.6560829,10.5281/zenodo.6560830,Structural insights into the inhibition site in the phosphorylcholine phosphatase enzyme of Pseudomonas aeruginosa,27.0,1,https://zenodo.org/record/6560830,https://doi.org/10.5281/zenodo.6560830,2022-05-18T15:56:57.287828+00:00,2022-05-19T01:49:32.571957+00:00
10.5281/zenodo.6347560,10.5281/zenodo.6518744,Linking land-use and land-cover transitions to their ecological impact in the Amazon,27.0,2,https://zenodo.org/record/6518744,https://doi.org/10.5281/zenodo.6518744,2022-05-04T18:11:02.025851+00:00,2022-06-08T01:50:45.634436+00:00
10.5281/zenodo.6541836,10.5281/zenodo.6541837,Reflection Ultrasound Computed Tomography (RUCT) Data,27.0,1,https://zenodo.org/record/6541837,https://doi.org/10.5281/zenodo.6541837,2022-05-12T11:53:59.883646+00:00,2022-05-12T13:49:50.143472+00:00
